Country,Year,Month,Poverty_Rate,Income_Inequality,Unemployment_Rate,Access_to_Resources,Education_Index,Political_Stability_Index,Corruption_Perception_Index,Voter_Participation_Rate,Ethnic_Diversity_Index,Religious_Diversity_Index,Population_Density,Migration_Rate,Urbanization_Rate,Climate_Trend_Index,Resource_Availability_Index,Environmental_Degradation,Past_Conflict_Count,Peacebuilding_Success_Rate
Egypt,2017,5,20.7,64.5,14.0,71.2,0.666,-1.35,66.2,59.1,0.667,0.537,177.7,-1.0,30.3,0.5,40.2,29.8,5,75.9
Egypt,2017,6,21.4,61.1,17.2,72.2,0.639,-1.33,64.5,52.3,0.669,0.535,179.9,-1.5,29.7,0.6,41.0,28.0,4,76.7
Egypt,2017,7,19.1,62.1,17.7,72.1,0.701,-1.15,64.3,56.4,0.659,0.529,178.0,-1.2,30.1,0.6,42.6,29.5,5,74.5
Egypt,2017,8,19.2,61.3,14.7,72.8,0.652,-1.21,63.6,51.0,0.648,0.521,176.9,-1.3,29.6,0.7,41.5,29.6,5,78.4
Egypt,2017,9,20.1,61.9,14.2,71.9,0.678,-1.22,64.6,57.0,0.653,0.53,177.2,-1.3,29.3,0.5,41.0,30.7,4,74.7
Egypt,2017,10,19.9,60.2,16.0,72.1,0.686,-1.2,66.3,55.7,0.651,0.532,176.0,-1.2,29.5,0.6,40.3,29.2,5,74.7
Egypt,2017,11,21.4,62.8,13.8,71.7,0.688,-1.25,66.1,55.3,0.645,0.514,180.5,-0.9,29.0,0.5,42.6,30.3,4,80.9
Egypt,2017,12,18.2,61.4,14.3,73.5,0.662,-1.22,65.3,59.5,0.661,0.518,177.9,-1.4,29.0,0.7,40.0,29.7,3,75.6
Egypt,2018,1,19.2,61.7,15.7,71.3,0.662,-1.29,62.8,62.9,0.662,0.53,181.7,-1.3,29.4,0.5,38.8,30.1,5,74.0
Egypt,2018,2,22.4,62.2,17.6,72.5,0.642,-1.29,63.1,54.0,0.668,0.515,177.8,-1.2,29.3,0.6,40.5,29.7,5,75.5
Egypt,2018,3,17.9,63.3,16.8,70.7,0.679,-1.2,63.4,55.0,0.649,0.53,180.7,-1.3,29.7,0.6,40.5,29.7,5,75.9
Egypt,2018,4,20.5,65.3,15.6,73.0,0.662,-1.33,63.7,56.5,0.653,0.52,181.0,-1.1,29.7,0.5,40.9,28.9,3,74.4
Egypt,2018,5,21.9,62.8,14.4,71.5,0.703,-1.32,62.7,60.9,0.658,0.554,174.6,-1.6,30.4,0.5,40.7,29.7,3,75.3
Egypt,2018,6,16.9,62.0,16.0,73.4,0.67,-1.24,63.8,58.5,0.666,0.533,177.9,-1.4,30.2,0.6,40.3,29.6,4,76.8
Egypt,2018,7,19.5,64.1,14.4,71.8,0.688,-1.49,60.4,53.9,0.674,0.508,179.6,-1.4,28.7,0.6,39.8,29.5,3,76.1
Egypt,2018,8,21.5,62.6,13.3,72.5,0.664,-1.27,65.4,58.9,0.662,0.536,175.1,-1.6,29.3,0.5,41.2,28.8,4,76.1
Egypt,2018,9,17.8,63.3,16.6,73.5,0.698,-1.21,66.3,59.4,0.645,0.511,178.9,-1.7,28.9,0.6,41.2,30.1,4,73.6
Egypt,2018,10,21.2,64.5,14.5,72.9,0.655,-1.28,66.4,56.0,0.666,0.523,180.6,-1.8,30.1,0.5,40.9,31.3,4,74.2
Egypt,2018,11,16.3,62.1,12.8,70.9,0.639,-1.32,66.2,53.0,0.656,0.527,179.4,-1.4,29.9,0.5,39.2,29.0,3,73.4
Egypt,2018,12,21.9,62.1,14.8,72.2,0.663,-1.16,67.4,57.9,0.662,0.531,180.0,-1.7,29.7,0.6,40.7,29.9,5,70.9
Egypt,2019,1,20.6,61.8,15.8,72.9,0.669,-1.15,64.8,52.5,0.65,0.534,178.8,-1.5,30.2,0.5,41.9,30.2,4,72.1
Egypt,2019,2,18.6,62.9,14.9,71.9,0.665,-1.36,67.4,53.8,0.667,0.527,180.9,-1.6,29.7,0.5,38.4,28.1,4,74.4
Egypt,2019,3,16.8,62.8,13.1,72.3,0.649,-1.3,65.9,58.1,0.671,0.542,181.7,-1.3,29.4,0.6,42.6,30.5,4,73.2
Egypt,2019,4,23.4,62.5,14.8,70.5,0.663,-1.17,63.7,57.7,0.661,0.528,177.8,-1.4,29.3,0.6,40.3,30.3,5,77.1
Egypt,2019,5,21.6,63.1,12.4,70.1,0.647,-1.17,62.4,60.3,0.663,0.526,182.6,-1.8,28.8,0.6,40.2,29.1,5,74.7
Egypt,2019,6,19.6,62.8,15.3,72.2,0.663,-1.34,65.4,56.2,0.64,0.532,179.1,-1.4,30.6,0.6,39.8,28.9,4,71.7
Egypt,2019,7,14.0,61.9,16.0,71.8,0.674,-1.35,65.5,60.1,0.671,0.537,182.4,-1.2,30.0,0.6,41.3,29.6,5,75.3
Egypt,2019,8,19.8,62.6,13.7,71.8,0.662,-1.33,62.0,59.3,0.663,0.528,182.2,-1.3,29.5,0.6,39.8,29.0,5,72.9
Egypt,2019,9,18.0,62.8,13.8,72.3,0.686,-1.42,65.2,61.2,0.654,0.521,181.2,-1.5,30.3,0.6,39.5,30.5,4,73.5
Egypt,2019,10,16.9,61.5,15.4,73.5,0.666,-1.38,62.4,53.6,0.671,0.527,180.6,-1.4,29.6,0.5,40.8,27.6,4,70.3
Egypt,2019,11,19.4,62.4,14.0,73.4,0.697,-1.4,64.5,59.4,0.645,0.548,176.7,-0.8,29.6,0.6,40.7,30.8,4,74.0
Egypt,2019,12,21.3,63.8,16.3,71.9,0.645,-1.33,65.2,58.1,0.662,0.538,181.8,-1.4,29.5,0.5,39.7,30.4,4,72.8
Egypt,2020,1,17.7,63.3,11.9,71.7,0.685,-1.36,67.5,51.8,0.658,0.529,181.8,-1.3,29.4,0.6,41.9,30.3,4,77.1
Egypt,2020,2,22.0,61.4,15.6,74.3,0.631,-1.31,63.6,57.0,0.637,0.519,185.0,-1.3,29.6,0.7,40.0,30.6,4,76.6
Egypt,2020,3,19.4,61.8,14.4,73.3,0.679,-1.27,64.6,56.5,0.662,0.51,180.1,-1.4,29.1,0.5,40.0,29.9,4,75.1
Egypt,2020,4,17.6,61.7,15.7,72.4,0.695,-1.41,65.3,53.5,0.632,0.524,180.6,-1.8,29.2,0.6,38.8,31.0,4,73.3
Egypt,2020,5,23.0,63.1,14.7,72.0,0.663,-1.35,68.2,61.6,0.649,0.509,181.5,-1.4,30.6,0.6,39.5,29.5,4,73.6
Egypt,2020,6,20.6,62.4,13.8,74.9,0.668,-1.19,63.0,54.5,0.653,0.521,178.3,-1.5,30.2,0.6,39.7,28.4,4,75.5
Egypt,2020,7,18.0,61.8,12.7,74.2,0.678,-1.28,65.8,57.9,0.671,0.546,182.0,-1.4,30.0,0.6,39.9,27.7,4,74.4
Egypt,2020,8,17.7,64.4,15.3,71.1,0.696,-1.3,65.4,57.6,0.644,0.535,179.8,-1.5,30.0,0.6,40.6,28.9,4,74.4
Egypt,2020,9,19.8,62.0,15.6,71.1,0.686,-1.22,64.3,60.0,0.645,0.526,185.1,-1.6,29.8,0.6,38.7,29.8,5,78.2
Egypt,2020,10,17.8,62.7,16.3,71.3,0.67,-1.25,65.8,62.9,0.641,0.515,182.5,-1.2,29.5,0.7,39.2,28.9,5,72.8
Egypt,2020,11,20.0,61.5,13.2,72.6,0.666,-1.35,64.2,55.2,0.654,0.526,180.6,-1.5,30.0,0.6,40.7,29.0,4,74.1
Egypt,2020,12,16.9,62.2,17.4,74.2,0.663,-1.34,62.4,55.5,0.646,0.544,182.1,-1.8,29.0,0.6,40.3,29.8,4,74.0
Egypt,2021,1,19.1,62.6,12.5,72.1,0.684,-1.18,65.9,56.2,0.649,0.524,182.1,-1.7,29.9,0.5,40.1,32.1,4,74.7
Egypt,2021,2,17.5,62.0,15.6,73.2,0.697,-1.23,64.3,57.9,0.652,0.525,185.5,-2.0,31.1,0.6,40.3,29.3,4,74.6
Egypt,2021,3,17.6,63.7,14.6,71.5,0.669,-1.18,63.2,56.5,0.659,0.524,183.4,-1.4,30.5,0.6,39.1,31.0,5,73.2
Egypt,2021,4,19.9,60.3,14.1,73.3,0.693,-1.25,63.5,56.3,0.645,0.52,182.2,-1.6,30.4,0.6,39.2,31.1,4,77.3
Egypt,2021,5,15.0,60.8,18.3,72.4,0.666,-1.26,61.9,54.5,0.645,0.525,180.2,-1.4,31.1,0.5,40.7,29.7,5,74.3
Egypt,2021,6,17.8,62.5,15.6,72.4,0.694,-1.25,64.0,57.5,0.662,0.54,184.8,-1.5,29.7,0.6,40.5,29.6,4,72.5
Egypt,2021,7,21.0,62.8,14.3,74.4,0.752,-1.35,65.8,58.1,0.656,0.527,179.6,-1.5,29.6,0.6,39.9,28.9,4,72.9
Egypt,2021,8,18.3,63.1,12.8,74.9,0.718,-1.37,64.2,59.6,0.66,0.538,183.8,-1.6,30.2,0.7,40.1,33.9,5,74.8
Egypt,2021,9,17.9,63.5,16.3,74.0,0.693,-1.29,61.5,58.2,0.66,0.525,182.8,-1.6,30.4,0.6,38.7,30.5,4,77.7
Egypt,2021,10,17.5,60.2,17.3,71.6,0.642,-1.37,59.9,56.2,0.652,0.546,184.4,-1.6,30.2,0.5,39.2,32.2,5,74.7
Egypt,2021,11,17.9,61.2,12.8,72.6,0.667,-1.27,64.4,66.0,0.651,0.517,184.0,-1.3,30.8,0.5,38.8,30.1,4,75.4
Egypt,2021,12,19.7,61.6,18.3,73.6,0.723,-1.43,64.0,61.3,0.654,0.516,186.4,-1.5,29.9,0.6,40.0,27.4,3,75.5
Egypt,2022,1,15.9,62.7,12.9,69.4,0.701,-1.45,62.5,53.8,0.651,0.527,184.6,-1.7,29.8,0.5,38.2,30.0,3,72.3
Egypt,2022,2,16.5,62.0,13.3,72.7,0.677,-1.44,63.0,61.0,0.632,0.531,183.5,-1.1,30.3,0.6,38.7,29.4,3,76.4
Egypt,2022,3,19.3,62.8,15.9,72.0,0.697,-1.34,64.4,54.4,0.654,0.535,183.4,-1.1,30.0,0.6,39.4,29.6,4,71.7
Egypt,2022,4,20.8,60.5,15.3,74.6,0.671,-1.33,64.0,62.4,0.662,0.519,183.7,-1.2,30.1,0.5,40.2,31.7,4,76.6
Egypt,2022,5,18.0,61.8,15.6,73.6,0.683,-1.35,66.5,54.2,0.673,0.521,185.4,-1.2,29.6,0.7,39.4,28.7,4,75.0
Egypt,2022,6,18.3,63.3,14.3,73.1,0.686,-1.31,63.8,58.9,0.649,0.511,183.9,-1.6,30.6,0.5,39.4,30.3,4,74.4
Egypt,2022,7,19.6,62.4,15.0,72.8,0.685,-1.22,62.7,57.3,0.644,0.52,183.7,-1.4,30.4,0.6,39.8,31.2,4,74.4
Egypt,2022,8,17.6,61.0,14.7,72.4,0.669,-1.41,64.1,52.1,0.663,0.521,188.1,-1.4,30.4,0.6,39.5,31.4,4,76.6
Egypt,2022,9,19.0,61.1,13.8,71.9,0.7,-1.13,62.7,62.0,0.654,0.528,185.7,-1.4,30.1,0.5,40.1,31.3,4,73.0
Egypt,2022,10,18.1,62.6,15.4,70.6,0.682,-1.39,63.3,56.7,0.656,0.521,184.7,-1.2,29.4,0.6,39.3,30.6,4,73.2
Egypt,2022,11,15.7,64.0,14.8,71.7,0.679,-1.36,65.2,57.2,0.655,0.532,182.4,-1.4,30.2,0.6,39.9,29.2,4,72.6
Egypt,2022,12,18.2,64.7,15.3,74.3,0.647,-1.34,63.8,51.5,0.651,0.515,188.7,-1.7,29.6,0.6,40.3,30.0,3,74.1
Egypt,2023,1,17.0,63.5,13.5,72.9,0.692,-1.27,67.6,65.9,0.647,0.52,184.0,-1.5,31.0,0.7,38.2,30.8,4,75.4
Egypt,2023,2,16.2,60.9,15.8,73.8,0.655,-1.09,66.1,55.7,0.668,0.522,184.6,-1.3,30.5,0.7,41.1,29.7,4,77.5
Egypt,2023,3,15.2,62.0,15.8,73.3,0.674,-1.3,68.5,56.8,0.648,0.519,185.4,-1.5,30.1,0.6,39.3,29.2,4,73.8
Egypt,2023,4,15.8,62.3,15.4,74.1,0.672,-1.2,67.1,59.5,0.646,0.522,187.8,-1.8,30.1,0.6,39.4,31.2,4,73.1
Egypt,2023,5,18.7,63.1,18.4,72.9,0.672,-1.21,63.4,65.6,0.65,0.529,184.7,-1.6,30.4,0.6,39.0,30.4,4,74.3
Egypt,2023,6,19.5,62.6,13.2,73.4,0.693,-1.28,64.7,52.6,0.66,0.512,185.8,-1.5,30.3,0.6,39.7,31.2,4,74.6
Egypt,2023,7,20.2,61.4,19.5,72.7,0.685,-1.28,66.4,58.2,0.659,0.518,188.0,-1.7,29.7,0.6,39.2,30.0,5,73.3
Egypt,2023,8,18.2,61.0,15.4,73.1,0.688,-1.26,63.9,59.0,0.655,0.531,185.2,-1.4,30.8,0.7,39.6,31.9,4,73.6
Egypt,2023,9,18.4,62.1,13.9,73.4,0.683,-1.1,63.9,54.6,0.642,0.518,186.4,-1.7,30.2,0.6,40.3,33.1,4,72.3
Egypt,2023,10,16.8,61.3,15.6,73.1,0.687,-1.11,61.9,56.8,0.671,0.513,186.7,-1.6,31.2,0.6,38.3,30.8,4,77.0
Egypt,2023,11,14.3,62.2,17.1,73.9,0.672,-1.2,59.7,59.6,0.652,0.542,186.9,-1.5,30.3,0.6,38.6,31.5,4,72.2
Egypt,2023,12,21.0,63.4,15.4,72.4,0.668,-1.25,61.4,53.8,0.649,0.521,184.6,-1.8,31.2,0.5,40.6,30.6,4,73.8
Equatorial Guinea,2010,1,33.1,38.2,8.2,75.5,0.461,-0.2,44.4,65.2,0.849,0.632,109.9,-1.6,44.0,-0.9,35.2,58.2,11,55.5
Equatorial Guinea,2010,2,35.0,40.7,9.5,75.5,0.438,-0.61,42.0,67.4,0.814,0.63,107.6,-1.6,44.0,-0.8,35.4,56.3,9,52.0
Equatorial Guinea,2010,3,30.5,39.1,9.3,77.6,0.454,-0.55,40.7,74.9,0.837,0.632,106.4,-1.8,44.8,-0.9,35.3,56.3,10,56.9
Equatorial Guinea,2010,4,30.2,39.5,10.0,76.2,0.465,-0.45,40.3,74.3,0.829,0.653,109.0,-1.9,44.8,-0.8,33.8,57.6,10,53.7
Equatorial Guinea,2010,5,30.3,39.0,8.0,76.4,0.482,-0.58,44.4,70.7,0.842,0.634,109.7,-1.9,44.9,-0.8,34.2,56.5,10,52.8
Equatorial Guinea,2010,6,36.4,37.8,8.2,76.1,0.451,-0.33,45.9,69.8,0.841,0.633,106.8,-1.5,44.3,-0.9,34.9,57.2,10,56.3
Equatorial Guinea,2010,7,34.2,39.4,9.0,74.9,0.451,-0.38,47.5,69.1,0.837,0.637,107.1,-1.9,44.8,-0.7,35.4,58.0,10,55.4
Equatorial Guinea,2010,8,29.7,39.4,8.2,76.6,0.469,-0.55,44.2,66.6,0.835,0.635,106.4,-1.9,44.5,-0.8,34.2,56.9,11,54.6
Equatorial Guinea,2010,9,32.8,39.3,9.7,77.1,0.493,-0.35,42.1,69.1,0.841,0.635,110.4,-1.9,44.5,-0.8,35.0,57.9,11,53.9
Equatorial Guinea,2010,10,34.8,39.6,10.7,75.4,0.458,-0.55,44.3,72.6,0.844,0.622,107.3,-1.6,45.4,-0.8,31.9,58.1,10,52.9
Equatorial Guinea,2010,11,32.7,38.0,6.6,76.5,0.431,-0.44,44.1,70.4,0.849,0.617,107.2,-1.9,45.3,-0.8,36.5,57.8,9,55.0
Equatorial Guinea,2010,12,31.3,38.6,13.4,76.4,0.464,-0.51,42.6,70.9,0.832,0.633,105.9,-1.6,45.7,-0.8,35.1,57.9,10,55.2
Equatorial Guinea,2011,1,34.2,38.5,9.1,76.1,0.5,-0.28,41.0,71.7,0.82,0.626,107.5,-1.8,43.8,-0.8,33.2,57.6,10,55.3
Equatorial Guinea,2011,2,29.8,38.9,11.3,78.2,0.463,-0.56,44.2,70.5,0.838,0.646,109.9,-1.7,44.9,-0.8,36.5,57.5,11,58.7
Equatorial Guinea,2011,3,34.9,39.1,7.2,76.4,0.475,-0.33,44.3,67.9,0.835,0.651,108.1,-1.7,45.7,-0.8,32.8,57.0,10,51.2
Equatorial Guinea,2011,4,36.0,37.9,8.2,77.6,0.487,-0.58,45.7,69.5,0.836,0.616,107.6,-1.6,44.7,-0.7,35.5,56.7,11,52.2
Equatorial Guinea,2011,5,34.8,37.5,7.8,77.5,0.443,-0.35,43.3,70.1,0.823,0.644,108.7,-1.5,44.5,-0.9,35.5,57.5,10,56.4
Equatorial Guinea,2011,6,36.4,36.6,6.1,76.7,0.47,-0.37,40.8,70.3,0.845,0.642,106.9,-1.9,44.6,-0.9,34.3,56.7,11,54.0
Equatorial Guinea,2011,7,32.4,38.7,7.5,77.0,0.466,-0.24,42.4,71.7,0.846,0.635,104.5,-2.0,43.7,-0.8,34.9,58.3,10,54.6
Equatorial Guinea,2011,8,32.8,38.3,9.3,77.2,0.501,-0.41,46.9,70.1,0.821,0.637,109.7,-2.0,44.2,-0.8,35.6,58.1,11,55.4
Equatorial Guinea,2011,9,34.3,39.0,6.3,78.7,0.464,-0.36,44.4,72.8,0.853,0.623,106.8,-1.9,45.1,-0.9,36.0,54.0,10,57.2
Equatorial Guinea,2011,10,34.0,39.4,7.6,77.3,0.478,-0.38,43.8,69.1,0.833,0.646,109.4,-1.6,45.5,-0.8,35.8,56.4,9,53.2
Equatorial Guinea,2011,11,32.2,37.1,6.5,75.5,0.446,-0.56,46.3,69.7,0.82,0.641,108.0,-1.6,45.2,-0.8,35.2,57.8,9,53.6
Equatorial Guinea,2011,12,32.9,39.0,9.2,77.1,0.497,-0.23,39.6,68.9,0.848,0.64,107.4,-1.9,45.6,-0.8,34.4,57.3,10,55.1
Equatorial Guinea,2012,1,30.7,39.7,7.1,76.0,0.468,-0.32,43.6,72.5,0.828,0.634,111.2,-1.5,44.8,-0.8,35.4,57.8,10,55.0
Equatorial Guinea,2012,2,29.7,39.3,8.7,76.8,0.453,-0.51,37.9,64.4,0.829,0.623,113.6,-1.7,44.8,-0.7,34.3,59.0,10,56.2
Equatorial Guinea,2012,3,33.3,41.5,10.4,77.0,0.457,-0.61,38.5,66.1,0.835,0.625,105.7,-1.3,45.4,-0.8,34.8,58.9,11,50.4
Equatorial Guinea,2012,4,30.6,38.3,7.8,76.9,0.449,-0.52,45.1,70.1,0.841,0.637,111.4,-1.5,44.1,-0.8,34.0,57.7,10,55.9
Equatorial Guinea,2012,5,33.4,37.6,11.2,77.4,0.456,-0.36,43.9,75.1,0.85,0.646,108.4,-1.7,44.8,-0.8,34.0,57.9,10,56.3
Equatorial Guinea,2012,6,30.7,37.2,9.4,77.4,0.461,-0.63,46.7,69.2,0.846,0.638,108.1,-1.4,44.9,-0.7,35.3,58.9,10,58.6
Equatorial Guinea,2012,7,35.1,36.7,11.1,75.8,0.475,-0.48,42.2,68.6,0.841,0.621,110.2,-1.8,44.9,-0.8,33.9,57.2,10,54.6
Equatorial Guinea,2012,8,29.2,38.2,9.4,75.9,0.441,-0.3,42.7,74.1,0.853,0.624,107.3,-1.7,44.2,-0.8,36.2,57.2,10,52.0
Equatorial Guinea,2012,9,34.8,39.8,9.3,75.5,0.455,-0.5,39.7,74.7,0.836,0.628,107.9,-1.6,44.4,-0.8,33.6,57.7,11,56.9
Equatorial Guinea,2012,10,30.1,38.4,9.7,76.9,0.481,-0.31,42.0,72.0,0.825,0.64,111.1,-1.8,45.2,-0.9,34.7,58.0,10,54.4
Equatorial Guinea,2012,11,32.9,38.6,9.3,75.9,0.449,-0.5,42.8,74.3,0.841,0.645,109.8,-1.6,45.6,-0.8,35.5,58.9,11,58.6
Equatorial Guinea,2012,12,33.7,40.8,9.9,75.6,0.464,-0.44,45.7,68.2,0.849,0.628,109.6,-1.7,45.8,-0.8,34.8,57.8,10,55.1
Equatorial Guinea,2013,1,30.9,39.7,11.1,78.3,0.473,-0.52,42.2,73.4,0.843,0.642,111.4,-1.6,45.5,-0.8,34.7,58.4,10,55.1
Equatorial Guinea,2013,2,34.3,37.8,8.7,76.7,0.492,-0.52,43.4,72.4,0.835,0.631,108.9,-2.0,45.4,-0.8,35.1,58.5,10,49.6
Equatorial Guinea,2013,3,33.7,38.8,7.3,77.8,0.509,-0.38,43.0,69.0,0.841,0.633,108.5,-2.0,44.4,-0.8,34.1,56.3,10,54.6
Equatorial Guinea,2013,4,31.0,37.0,9.2,76.5,0.433,-0.35,45.1,72.4,0.841,0.64,109.6,-2.0,45.0,-0.7,35.3,58.9,9,54.3
Equatorial Guinea,2013,5,30.1,38.5,10.6,76.3,0.443,-0.31,42.3,69.6,0.825,0.64,107.4,-1.7,45.3,-0.8,34.1,57.2,10,56.1
Equatorial Guinea,2013,6,31.5,38.7,9.6,75.9,0.486,-0.38,42.3,69.7,0.84,0.623,109.9,-1.2,44.7,-0.8,35.8,57.8,10,56.7
Equatorial Guinea,2013,7,32.4,39.9,10.2,75.8,0.487,-0.45,43.4,68.2,0.843,0.657,111.4,-1.7,45.1,-0.8,32.6,56.9,11,57.6
Equatorial Guinea,2013,8,29.7,37.5,10.4,75.4,0.477,-0.36,42.8,68.2,0.839,0.642,108.4,-1.8,44.7,-0.9,34.0,57.5,10,54.0
Equatorial Guinea,2013,9,30.3,37.6,9.1,75.3,0.503,-0.47,41.2,70.3,0.848,0.655,110.2,-1.5,44.3,-0.8,32.8,57.8,11,52.0
Equatorial Guinea,2013,10,29.7,40.8,12.2,75.9,0.434,-0.29,43.3,61.5,0.845,0.646,110.1,-1.3,44.7,-0.7,35.8,58.0,10,58.3
Equatorial Guinea,2013,11,31.1,37.6,8.0,74.8,0.489,-0.48,44.1,69.8,0.834,0.632,108.4,-2.0,45.2,-0.8,33.8,57.7,10,56.1
Equatorial Guinea,2013,12,28.3,39.6,6.7,75.5,0.472,-0.51,41.7,68.9,0.839,0.639,107.8,-1.7,45.0,-0.8,34.9,58.1,10,54.6
Equatorial Guinea,2014,1,30.2,39.2,4.9,78.2,0.463,-0.35,44.9,69.5,0.839,0.645,116.7,-1.5,44.7,-0.7,35.2,56.8,10,56.3
Equatorial Guinea,2014,2,30.6,37.5,11.4,76.4,0.478,-0.6,42.6,75.2,0.833,0.666,109.2,-1.7,44.7,-0.8,35.9,57.8,10,57.3
Equatorial Guinea,2014,3,32.1,38.5,9.5,76.0,0.489,-0.65,45.2,73.8,0.846,0.633,109.4,-1.9,45.7,-0.8,34.4,59.2,10,57.0
Equatorial Guinea,2014,4,35.0,39.0,8.6,75.3,0.485,-0.59,42.8,71.4,0.849,0.621,110.0,-1.6,45.5,-0.8,34.4,59.3,9,51.8
Equatorial Guinea,2014,5,27.6,37.0,10.8,76.2,0.462,-0.54,43.4,72.3,0.822,0.63,113.3,-1.7,46.2,-0.7,34.0,58.0,10,57.9
Equatorial Guinea,2014,6,29.7,39.9,8.6,78.3,0.469,-0.51,43.7,67.1,0.835,0.628,110.9,-1.8,44.8,-0.7,33.6,58.3,10,52.2
Equatorial Guinea,2014,7,33.2,36.9,8.8,78.4,0.48,-0.44,42.8,72.1,0.859,0.646,110.4,-1.7,44.2,-0.8,33.9,57.8,10,55.8
Equatorial Guinea,2014,8,29.6,38.0,9.6,76.6,0.466,-0.46,42.8,73.1,0.838,0.657,115.0,-1.7,45.1,-0.8,35.6,58.6,9,57.9
Equatorial Guinea,2014,9,29.2,38.0,8.3,75.8,0.506,-0.56,43.5,70.3,0.835,0.627,108.8,-2.1,44.7,-0.7,34.7,56.7,9,50.8
Equatorial Guinea,2014,10,29.4,38.8,7.5,77.3,0.477,-0.42,47.2,71.2,0.855,0.629,113.6,-1.8,44.6,-0.8,34.9,57.4,10,55.3
Equatorial Guinea,2014,11,28.2,38.4,8.3,77.6,0.489,-0.51,45.4,73.5,0.836,0.648,109.3,-1.8,44.6,-0.8,32.4,58.4,10,56.0
Equatorial Guinea,2014,12,30.9,39.2,9.5,77.6,0.476,-0.32,49.8,71.5,0.837,0.635,111.9,-1.6,45.3,-0.7,33.7,57.5,9,52.8
Equatorial Guinea,2015,1,31.3,36.1,11.5,78.0,0.474,-0.38,41.0,72.9,0.86,0.64,109.4,-1.5,44.9,-0.8,32.2,58.1,10,54.6
Equatorial Guinea,2015,2,32.1,38.2,6.5,78.2,0.495,-0.36,45.5,66.6,0.838,0.635,111.8,-1.8,45.9,-0.8,33.3,58.4,10,57.9
Equatorial Guinea,2015,3,29.3,38.3,8.1,77.0,0.494,-0.4,43.4,73.5,0.841,0.624,114.4,-1.7,45.5,-0.7,35.1,58.6,9,56.3
Equatorial Guinea,2015,4,31.8,39.8,8.7,78.9,0.468,-0.53,45.0,69.4,0.844,0.638,113.5,-1.7,46.4,-0.8,34.2,57.1,10,54.9
Equatorial Guinea,2015,5,33.6,40.7,6.8,79.1,0.505,-0.59,44.3,76.8,0.841,0.633,111.8,-1.4,45.0,-0.8,33.2,58.0,11,54.0
Equatorial Guinea,2015,6,31.4,38.7,8.9,78.1,0.502,-0.43,43.0,70.7,0.86,0.623,111.2,-1.4,45.9,-0.7,34.0,58.6,10,52.8
Equatorial Guinea,2015,7,32.8,38.9,7.2,78.3,0.477,-0.42,42.2,73.7,0.837,0.631,109.9,-1.8,45.1,-0.8,34.5,58.5,9,50.5
Equatorial Guinea,2015,8,28.8,37.8,7.5,76.0,0.506,-0.41,43.0,67.2,0.851,0.631,113.0,-1.8,44.8,-0.8,33.5,59.0,10,59.0
Equatorial Guinea,2015,9,27.5,38.2,9.5,77.3,0.491,-0.57,43.9,69.4,0.847,0.649,110.2,-1.6,45.6,-0.8,33.7,57.5,10,59.8
Equatorial Guinea,2015,10,32.5,39.8,8.2,76.7,0.508,-0.16,44.5,72.1,0.826,0.624,114.5,-2.0,45.6,-0.7,35.0,60.8,11,51.6
Equatorial Guinea,2015,11,33.7,38.9,10.4,78.3,0.481,-0.2,42.5,71.6,0.834,0.63,113.1,-2.0,46.4,-0.8,33.5,58.9,9,54.4
Equatorial Guinea,2015,12,33.8,39.6,8.4,78.7,0.464,-0.44,43.7,67.3,0.828,0.63,110.9,-1.9,46.4,-0.8,34.5,59.0,9,54.7
Equatorial Guinea,2016,1,32.6,38.3,10.8,77.1,0.479,-0.36,44.2,71.3,0.85,0.646,110.8,-1.8,45.6,-0.7,35.9,58.3,10,58.3
Equatorial Guinea,2016,2,31.3,38.6,7.8,75.9,0.482,-0.53,42.3,72.8,0.849,0.648,116.0,-1.6,45.2,-0.7,33.0,58.3,10,56.7
Equatorial Guinea,2016,3,27.7,38.4,10.0,76.1,0.499,-0.39,43.9,68.0,0.842,0.637,112.2,-1.8,46.8,-0.8,33.9,60.7,10,59.9
Equatorial Guinea,2016,4,29.7,40.0,5.8,77.8,0.498,-0.33,44.7,72.8,0.836,0.639,112.4,-1.9,45.5,-0.8,33.5,57.5,10,56.0
Equatorial Guinea,2016,5,27.6,38.8,7.8,78.6,0.467,-0.5,44.3,67.7,0.838,0.619,112.2,-1.9,45.3,-0.8,32.8,59.7,10,52.9
Equatorial Guinea,2016,6,32.8,41.5,10.0,78.5,0.481,-0.23,42.7,70.3,0.833,0.637,109.8,-1.8,45.8,-0.8,33.9,58.0,9,53.2
Equatorial Guinea,2016,7,32.9,38.2,7.4,78.8,0.468,-0.37,41.1,64.9,0.843,0.635,112.7,-1.6,46.2,-0.8,33.2,59.6,10,52.4
Equatorial Guinea,2016,8,29.7,39.6,9.8,76.1,0.503,-0.38,46.3,73.5,0.844,0.628,113.0,-2.1,45.0,-0.8,34.3,58.0,10,54.7
Equatorial Guinea,2016,9,30.7,39.4,9.5,78.1,0.484,-0.55,44.1,69.3,0.854,0.638,111.7,-1.9,45.8,-0.8,34.7,58.5,10,56.8
Equatorial Guinea,2016,10,27.6,37.9,8.1,78.4,0.485,-0.54,43.0,70.9,0.843,0.624,109.1,-1.9,45.5,-0.6,34.7,58.7,11,50.9
